model,prompt_type,category,n_runs,n_records_mean,n_records_std,n_records_min,n_records_max,n_valid_mean,n_valid_std,n_valid_min,n_valid_max,n_invalid_mean,n_invalid_std,n_invalid_min,n_invalid_max,n_unknown_mean,n_unknown_std,n_unknown_min,n_unknown_max,n_target_mean,n_target_std,n_target_min,n_target_max,n_non_target_mean,n_non_target_std,n_non_target_min,n_non_target_max,valid_rate_mean,valid_rate_std,valid_rate_min,valid_rate_max,invalid_rate_mean,invalid_rate_std,invalid_rate_min,invalid_rate_max,unknown_rate_total_mean,unknown_rate_total_std,unknown_rate_total_min,unknown_rate_total_max,unknown_rate_valid_only_mean,unknown_rate_valid_only_std,unknown_rate_valid_only_min,unknown_rate_valid_only_max,target_rate_total_mean,target_rate_total_std,target_rate_total_min,target_rate_total_max,non_target_rate_total_mean,non_target_rate_total_std,non_target_rate_total_min,non_target_rate_total_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_valid_only_mean,accuracy_valid_only_std,accuracy_valid_only_min,accuracy_valid_only_max,n_fairness_ready_mean,n_fairness_ready_std,n_fairness_ready_min,n_fairness_ready_max,n_fairness_predictions_mean,n_fairness_predictions_std,n_fairness_predictions_min,n_fairness_predictions_max,n_aligned_mean,n_aligned_std,n_aligned_min,n_aligned_max,n_nonaligned_mean,n_nonaligned_std,n_nonaligned_min,n_nonaligned_max,accuracy_aligned_mean,accuracy_aligned_std,accuracy_aligned_min,accuracy_aligned_max,accuracy_nonaligned_mean,accuracy_nonaligned_std,accuracy_nonaligned_min,accuracy_nonaligned_max,accuracy_cost_bias_nonalignment_mean,accuracy_cost_bias_nonalignment_std,accuracy_cost_bias_nonalignment_min,accuracy_cost_bias_nonalignment_max,n_biased_mean,n_biased_std,n_biased_min,n_biased_max,n_anti_biased_mean,n_anti_biased_std,n_anti_biased_min,n_anti_biased_max,biased_answer_rate_mean,biased_answer_rate_std,biased_answer_rate_min,biased_answer_rate_max,anti_biased_answer_rate_mean,anti_biased_answer_rate_std,anti_biased_answer_rate_min,anti_biased_answer_rate_max,sdis_mean,sdis_std,sdis_min,sdis_max
llama3.1_8b,attribute_early,Physical_appearance,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,4.0,0.0,4,4,13.0,0.0,13,13,17.0,0.0,17,17,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.1176470588235294,1.6996749443881478e-17,0.11764705882352941,0.11764705882352941,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.8285714285714286,0.0,0.8285714285714286,0.8285714285714286,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,35.0,0.0,35,35,30.0,0.0,30,30,15.0,0.0,15,15,20.0,0.0,20,20,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.75,0.0,0.75,0.75,-0.18333333333333335,0.0,-0.18333333333333335,-0.18333333333333335,15.0,0.0,15,15,15.0,0.0,15,15,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
llama3.1_8b,attribute_late,Physical_appearance,3,35.0,0.0,35,35,33.0,0.0,33,33,2.0,0.0,2,2,7.0,0.0,7,7,14.0,0.0,14,14,12.0,0.0,12,12,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.20000000000000004,3.3993498887762956e-17,0.2,0.2,0.21212121212121213,0.0,0.21212121212121213,0.21212121212121213,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.6969696969696969,1.3597399555105182e-16,0.696969696969697,0.696969696969697,35.0,0.0,35,35,26.0,0.0,26,26,15.0,0.0,15,15,20.0,0.0,20,20,0.7333333333333333,0.0,0.7333333333333333,0.7333333333333333,0.6,0.0,0.6,0.6,-0.1333333333333333,0.0,-0.1333333333333333,-0.1333333333333333,13.0,0.0,13,13,13.0,0.0,13,13,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
llama3.1_8b,baseline,Physical_appearance,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,2.0,0.0,2,2,15.0,0.0,15,15,17.0,0.0,17,17,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.8285714285714286,0.0,0.8285714285714286,0.8285714285714286,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,35.0,0.0,35,35,32.0,0.0,32,32,15.0,0.0,15,15,20.0,0.0,20,20,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,-0.06666666666666665,0.0,-0.06666666666666665,-0.06666666666666665,15.0,0.0,15,15,17.0,0.0,17,17,0.46875,0.0,0.46875,0.46875,0.53125,0.0,0.53125,0.53125,-0.0625,0.0,-0.0625,-0.0625
llama3.1_8b,chain_of_thought,Physical_appearance,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,3.0,0.0,3,3,17.0,0.0,17,17,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,35.0,0.0,35,35,32.0,0.0,32,32,15.0,0.0,15,15,20.0,0.0,20,20,0.7333333333333333,0.0,0.7333333333333333,0.7333333333333333,0.85,0.0,0.85,0.85,0.1166666666666667,0.0,0.1166666666666667,0.1166666666666667,11.0,0.0,11,11,21.0,0.0,21,21,0.34375,0.0,0.34375,0.34375,0.65625,0.0,0.65625,0.65625,-0.3125,0.0,-0.3125,-0.3125
llama3.1_8b,role_based,Physical_appearance,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,9.0,0.0,9,9,14.0,0.0,14,14,11.0,0.0,11,11,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.2571428571428571,0.0,0.2571428571428571,0.2571428571428571,0.2647058823529412,0.0,0.2647058823529412,0.2647058823529412,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.676470588235294,1.3597399555105182e-16,0.6764705882352942,0.6764705882352942,35.0,0.0,35,35,25.0,0.0,25,25,15.0,0.0,15,15,20.0,0.0,20,20,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.65,0.0,0.65,0.65,-0.016666666666666607,0.0,-0.016666666666666607,-0.016666666666666607,11.0,0.0,11,11,14.0,0.0,14,14,0.44,0.0,0.44,0.44,0.56,0.0,0.56,0.56,-0.12,0.0,-0.12,-0.12
llama3.1_8b,attribute_early,Race_ethnicity,3,35.0,0.0,35,35,33.0,0.0,33,33,2.0,0.0,2,2,1.0,0.0,1,1,13.0,0.0,13,13,19.0,0.0,19,19,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,35.0,0.0,35,35,32.0,0.0,32,32,15.0,0.0,15,15,20.0,0.0,20,20,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,-0.1333333333333333,0.0,-0.1333333333333333,-0.1333333333333333,15.0,0.0,15,15,17.0,0.0,17,17,0.46875,0.0,0.46875,0.46875,0.53125,0.0,0.53125,0.53125,-0.0625,0.0,-0.0625,-0.0625
llama3.1_8b,attribute_late,Race_ethnicity,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,4.0,0.0,4,4,13.0,0.0,13,13,17.0,0.0,17,17,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.1176470588235294,1.6996749443881478e-17,0.11764705882352941,0.11764705882352941,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.7714285714285715,0.0,0.7714285714285715,0.7714285714285715,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,35.0,0.0,35,35,30.0,0.0,30,30,15.0,0.0,15,15,20.0,0.0,20,20,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.75,0.0,0.75,0.75,-0.050000000000000044,0.0,-0.050000000000000044,-0.050000000000000044,13.0,0.0,13,13,17.0,0.0,17,17,0.43333333333333335,0.0,0.43333333333333335,0.43333333333333335,0.5666666666666667,0.0,0.5666666666666667,0.5666666666666667,-0.1333333333333333,0.0,-0.1333333333333333,-0.1333333333333333
llama3.1_8b,baseline,Race_ethnicity,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,1.0,0.0,1,1,15.0,0.0,15,15,18.0,0.0,18,18,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.8285714285714286,0.0,0.8285714285714286,0.8285714285714286,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,35.0,0.0,35,35,33.0,0.0,33,33,15.0,0.0,15,15,20.0,0.0,20,20,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,-0.06666666666666665,0.0,-0.06666666666666665,-0.06666666666666665,15.0,0.0,15,15,18.0,0.0,18,18,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,-0.09090909090909094,0.0,-0.09090909090909094,-0.09090909090909094
llama3.1_8b,chain_of_thought,Race_ethnicity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,2.0,0.0,2,2,14.0,0.0,14,14,19.0,0.0,19,19,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,35.0,0.0,35,35,33.0,0.0,33,33,15.0,0.0,15,15,20.0,0.0,20,20,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.9,0.0,0.9,0.9,-0.033333333333333326,0.0,-0.033333333333333326,-0.033333333333333326,14.0,0.0,14,14,19.0,0.0,19,19,0.42424242424242425,0.0,0.42424242424242425,0.42424242424242425,0.5757575757575758,0.0,0.5757575757575758,0.5757575757575758,-0.1515151515151515,0.0,-0.1515151515151515,-0.1515151515151515
llama3.1_8b,role_based,Race_ethnicity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,15.0,0.0,15,15,20.0,0.0,20,20,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,35.0,0.0,35,35,35.0,0.0,35,35,15.0,0.0,15,15,20.0,0.0,20,20,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.9499999999999998,1.3597399555105182e-16,0.95,0.95,0.016666666666666607,0.0,0.016666666666666607,0.016666666666666607,15.0,0.0,15,15,20.0,0.0,20,20,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,-0.1428571428571429,0.0,-0.1428571428571429,-0.1428571428571429
llama3.1_8b,attribute_early,Race_x_SES,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,0.0,0.0,0,0,18.0,0.0,18,18,15.0,0.0,15,15,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.8823529411764706,0.0,0.8823529411764706,0.8823529411764706,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,34.0,0.0,34,34,33.0,0.0,33,33,16.0,0.0,16,16,18.0,0.0,18,18,0.875,0.0,0.875,0.875,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.01388888888888884,0.0,0.01388888888888884,0.01388888888888884,16.0,0.0,16,16,17.0,0.0,17,17,0.48484848484848486,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.0,0.5151515151515151,0.5151515151515151,-0.030303030303030276,0.0,-0.030303030303030276,-0.030303030303030276
llama3.1_8b,attribute_late,Race_x_SES,3,34.0,0.0,34,34,28.0,0.0,28,28,6.0,0.0,6,6,1.0,0.0,1,1,16.0,0.0,16,16,11.0,0.0,11,11,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.3235294117647059,0.0,0.3235294117647059,0.3235294117647059,0.7647058823529411,0.0,0.7647058823529411,0.7647058823529411,0.9285714285714285,1.3597399555105182e-16,0.9285714285714286,0.9285714285714286,34.0,0.0,34,34,27.0,0.0,27,27,16.0,0.0,16,16,18.0,0.0,18,18,0.8125,0.0,0.8125,0.8125,0.7222222222222222,0.0,0.7222222222222222,0.7222222222222222,-0.09027777777777779,0.0,-0.09027777777777779,-0.09027777777777779,14.0,0.0,14,14,13.0,0.0,13,13,0.5185185185185185,0.0,0.5185185185185185,0.5185185185185185,0.48148148148148145,0.0,0.48148148148148145,0.48148148148148145,0.03703703703703698,0.0,0.03703703703703698,0.03703703703703698
llama3.1_8b,baseline,Race_x_SES,3,34.0,0.0,34,34,31.0,0.0,31,31,3.0,0.0,3,3,0.0,0.0,0,0,17.0,0.0,17,17,14.0,0.0,14,14,0.9117647058823529,0.0,0.9117647058823529,0.9117647058823529,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,0.9032258064516129,0.0,0.9032258064516129,0.9032258064516129,34.0,0.0,34,34,31.0,0.0,31,31,16.0,0.0,16,16,18.0,0.0,18,18,0.875,0.0,0.875,0.875,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,-0.09722222222222221,0.0,-0.09722222222222221,-0.09722222222222221,16.0,0.0,16,16,15.0,0.0,15,15,0.5161290322580645,0.0,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.0,0.4838709677419355,0.4838709677419355,0.032258064516129004,0.0,0.032258064516129004,0.032258064516129004
llama3.1_8b,chain_of_thought,Race_x_SES,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,0.0,0.0,0,0,22.0,0.0,22,22,12.0,0.0,12,12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.6470588235294118,0.6470588235294118,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,34.0,0.0,34,34,34.0,0.0,34,34,16.0,0.0,16,16,18.0,0.0,18,18,0.9375,0.0,0.9375,0.9375,1.0,0.0,1.0,1.0,0.0625,0.0,0.0625,0.0625,15.0,0.0,15,15,19.0,0.0,19,19,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.5588235294117647,0.0,0.5588235294117647,0.5588235294117647,-0.11764705882352944,0.0,-0.11764705882352944,-0.11764705882352944
llama3.1_8b,role_based,Race_x_SES,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,1.0,0.0,1,1,19.0,0.0,19,19,13.0,0.0,13,13,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.5588235294117647,0.0,0.5588235294117647,0.5588235294117647,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,0.8787878787878788,0.0,0.8787878787878788,0.8787878787878788,34.0,0.0,34,34,32.0,0.0,32,32,16.0,0.0,16,16,18.0,0.0,18,18,0.875,0.0,0.875,0.875,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,-0.04166666666666663,0.0,-0.04166666666666663,-0.04166666666666663,17.0,0.0,17,17,15.0,0.0,15,15,0.53125,0.0,0.53125,0.53125,0.46875,0.0,0.46875,0.46875,0.0625,0.0,0.0625,0.0625
llama3.1_8b,attribute_early,Race_x_gender,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,0.0,0.0,0,0,17.0,0.0,17,17,16.0,0.0,16,16,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.9117647058823529,0.0,0.9117647058823529,0.9117647058823529,0.9393939393939394,0.0,0.9393939393939394,0.9393939393939394,34.0,0.0,34,34,33.0,0.0,33,33,19.0,0.0,19,19,15.0,0.0,15,15,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,1.0,0.0,1.0,1.0,0.1578947368421053,0.0,0.1578947368421053,0.1578947368421053,16.0,0.0,16,16,17.0,0.0,17,17,0.48484848484848486,0.0,0.48484848484848486,0.48484848484848486,0.5151515151515151,0.0,0.5151515151515151,0.5151515151515151,-0.030303030303030276,0.0,-0.030303030303030276,-0.030303030303030276
llama3.1_8b,attribute_late,Race_x_gender,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,2.0,0.0,2,2,13.0,0.0,13,13,18.0,0.0,18,18,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.06060606060606061,0.0,0.06060606060606061,0.06060606060606061,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,0.8484848484848485,0.0,0.8484848484848485,0.8484848484848485,34.0,0.0,34,34,31.0,0.0,31,31,19.0,0.0,19,19,15.0,0.0,15,15,0.7368421052631579,0.0,0.7368421052631579,0.7368421052631579,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.1964912280701755,0.0,0.1964912280701755,0.1964912280701755,15.0,0.0,15,15,16.0,0.0,16,16,0.4838709677419355,0.0,0.4838709677419355,0.4838709677419355,0.5161290322580645,0.0,0.5161290322580645,0.5161290322580645,-0.032258064516129004,0.0,-0.032258064516129004,-0.032258064516129004
llama3.1_8b,baseline,Race_x_gender,3,34.0,0.0,34,34,33.0,0.0,33,33,1.0,0.0,1,1,1.0,0.0,1,1,14.0,0.0,14,14,18.0,0.0,18,18,0.9705882352941176,0.0,0.9705882352941176,0.9705882352941176,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.02941176470588235,4.2491873609703695e-18,0.029411764705882353,0.029411764705882353,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.8823529411764706,0.0,0.8823529411764706,0.8823529411764706,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,34.0,0.0,34,34,32.0,0.0,32,32,19.0,0.0,19,19,15.0,0.0,15,15,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.09122807017543866,0.0,0.09122807017543866,0.09122807017543866,17.0,0.0,17,17,15.0,0.0,15,15,0.53125,0.0,0.53125,0.53125,0.46875,0.0,0.46875,0.46875,0.0625,0.0,0.0625,0.0625
llama3.1_8b,chain_of_thought,Race_x_gender,3,34.0,0.0,34,34,34.0,0.0,34,34,0.0,0.0,0,0,0.0,0.0,0,0,16.0,0.0,16,16,18.0,0.0,18,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,34.0,0.0,34,34,34.0,0.0,34,34,19.0,0.0,19,19,15.0,0.0,15,15,0.8947368421052632,0.0,0.8947368421052632,0.8947368421052632,1.0,0.0,1.0,1.0,0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,17.0,0.0,17,17,17.0,0.0,17,17,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
llama3.1_8b,role_based,Race_x_gender,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,4.0,0.0,4,4,14.0,0.0,14,14,14.0,0.0,14,14,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.1176470588235294,1.6996749443881478e-17,0.11764705882352941,0.11764705882352941,0.125,0.0,0.125,0.125,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.411764705882353,6.798699777552591e-17,0.4117647058823529,0.4117647058823529,0.7941176470588235,0.0,0.7941176470588235,0.7941176470588235,0.84375,0.0,0.84375,0.84375,34.0,0.0,34,34,28.0,0.0,28,28,19.0,0.0,19,19,15.0,0.0,15,15,0.6842105263157895,0.0,0.6842105263157895,0.6842105263157895,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.24912280701754386,0.0,0.24912280701754386,0.24912280701754386,13.0,0.0,13,13,15.0,0.0,15,15,0.46428571428571425,6.798699777552591e-17,0.4642857142857143,0.4642857142857143,0.5357142857142857,0.0,0.5357142857142857,0.5357142857142857,-0.0714285714285714,0.0,-0.0714285714285714,-0.0714285714285714
llama3.1_8b,attribute_early,Religion,3,34.0,0.0,34,34,32.0,0.0,32,32,2.0,0.0,2,2,0.0,0.0,0,0,19.0,0.0,19,19,13.0,0.0,13,13,0.9411764705882352,1.3597399555105182e-16,0.9411764705882353,0.9411764705882353,0.0588235294117647,8.498374721940739e-18,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588235294117647,0.0,0.5588235294117647,0.5588235294117647,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.7647058823529411,0.0,0.7647058823529411,0.7647058823529411,0.8125,0.0,0.8125,0.8125,34.0,0.0,34,34,32.0,0.0,32,32,19.0,0.0,19,19,15.0,0.0,15,15,0.7368421052631579,0.0,0.7368421052631579,0.7368421052631579,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.06315789473684219,0.0,0.06315789473684219,0.06315789473684219,17.0,0.0,17,17,15.0,0.0,15,15,0.53125,0.0,0.53125,0.53125,0.46875,0.0,0.46875,0.46875,0.0625,0.0,0.0625,0.0625
llama3.1_8b,attribute_late,Religion,3,34.0,0.0,34,34,31.0,0.0,31,31,3.0,0.0,3,3,3.0,0.0,3,3,15.0,0.0,15,15,13.0,0.0,13,13,0.9117647058823529,0.0,0.9117647058823529,0.9117647058823529,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.09677419354838708,1.6996749443881478e-17,0.0967741935483871,0.0967741935483871,0.4411764705882353,0.0,0.4411764705882353,0.4411764705882353,0.38235294117647056,0.0,0.38235294117647056,0.38235294117647056,0.676470588235294,1.3597399555105182e-16,0.6764705882352942,0.6764705882352942,0.7419354838709676,1.3597399555105182e-16,0.7419354838709677,0.7419354838709677,34.0,0.0,34,34,28.0,0.0,28,28,19.0,0.0,19,19,15.0,0.0,15,15,0.631578947368421,0.0,0.631578947368421,0.631578947368421,0.7333333333333333,0.0,0.7333333333333333,0.7333333333333333,0.10175438596491226,0.0,0.10175438596491226,0.10175438596491226,14.0,0.0,14,14,14.0,0.0,14,14,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
