model,prompt_type,run,category,source_file,n_records,n_valid,n_invalid,n_unknown,n_target,n_non_target,valid_rate,invalid_rate,unknown_rate_total,unknown_rate_valid_only,target_rate_total,non_target_rate_total,accuracy,accuracy_valid_only,n_fairness_ready,n_fairness_predictions,n_aligned,n_nonaligned,accuracy_aligned,accuracy_nonaligned,accuracy_cost_bias_nonalignment,n_biased,n_anti_biased,biased_answer_rate,anti_biased_answer_rate,n_nonaligned_fairness_predictions,n_biased_errors,n_unbiased_success_nonaligned,biased_error_rate_nonaligned,unbiased_success_rate_nonaligned,sdis
qwen2.5_7b,attribute_late,0,Religion,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,34,0,18,7,9,1.0,0.0,0.5294117647058824,0.5294117647058824,0.20588235294117646,0.2647058823529412,0.4411764705882353,0.4411764705882353,34,16,19,15,0.42105263157894735,0.4666666666666667,0.04561403508771933,9,7,0.5625,0.4375,8,1,7,0.125,0.875,0.125
qwen2.5_7b,attribute_late,1,Religion,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,18,7,9,1.0,0.0,0.5294117647058824,0.5294117647058824,0.20588235294117646,0.2647058823529412,0.4411764705882353,0.4411764705882353,34,16,19,15,0.42105263157894735,0.4666666666666667,0.04561403508771933,9,7,0.5625,0.4375,8,1,7,0.125,0.875,0.125
qwen2.5_7b,attribute_late,2,Religion,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,18,7,9,1.0,0.0,0.5294117647058824,0.5294117647058824,0.20588235294117646,0.2647058823529412,0.4411764705882353,0.4411764705882353,34,16,19,15,0.42105263157894735,0.4666666666666667,0.04561403508771933,9,7,0.5625,0.4375,8,1,7,0.125,0.875,0.125
qwen2.5_7b,attribute_late,0,SES,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,34,0,15,10,9,1.0,0.0,0.4411764705882353,0.4411764705882353,0.29411764705882354,0.2647058823529412,0.5294117647058824,0.5294117647058824,34,19,23,11,0.4782608695652174,0.6363636363636364,0.15810276679841895,11,8,0.5789473684210527,0.42105263157894735,7,0,7,0.0,1.0,0.1578947368421053
qwen2.5_7b,attribute_late,1,SES,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,15,10,9,1.0,0.0,0.4411764705882353,0.4411764705882353,0.29411764705882354,0.2647058823529412,0.5294117647058824,0.5294117647058824,34,19,23,11,0.4782608695652174,0.6363636363636364,0.15810276679841895,11,8,0.5789473684210527,0.42105263157894735,7,0,7,0.0,1.0,0.1578947368421053
qwen2.5_7b,attribute_late,2,SES,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,15,10,9,1.0,0.0,0.4411764705882353,0.4411764705882353,0.29411764705882354,0.2647058823529412,0.5294117647058824,0.5294117647058824,34,19,23,11,0.4782608695652174,0.6363636363636364,0.15810276679841895,11,8,0.5789473684210527,0.42105263157894735,7,0,7,0.0,1.0,0.1578947368421053
qwen2.5_7b,attribute_late,0,Sexual_orientation,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,34,0,25,5,4,1.0,0.0,0.7352941176470589,0.7352941176470589,0.14705882352941177,0.11764705882352941,0.23529411764705882,0.23529411764705882,34,9,10,24,0.3,0.20833333333333334,-0.09166666666666665,4,5,0.4444444444444444,0.5555555555555556,6,1,5,0.16666666666666666,0.8333333333333334,-0.11111111111111116
qwen2.5_7b,attribute_late,1,Sexual_orientation,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,25,5,4,1.0,0.0,0.7352941176470589,0.7352941176470589,0.14705882352941177,0.11764705882352941,0.23529411764705882,0.23529411764705882,34,9,10,24,0.3,0.20833333333333334,-0.09166666666666665,4,5,0.4444444444444444,0.5555555555555556,6,1,5,0.16666666666666666,0.8333333333333334,-0.11111111111111116
qwen2.5_7b,attribute_late,2,Sexual_orientation,experiments\evaluations\qwen2.5_7b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,25,5,4,1.0,0.0,0.7352941176470589,0.7352941176470589,0.14705882352941177,0.11764705882352941,0.23529411764705882,0.23529411764705882,34,9,10,24,0.3,0.20833333333333334,-0.09166666666666665,4,5,0.4444444444444444,0.5555555555555556,6,1,5,0.16666666666666666,0.8333333333333334,-0.11111111111111116
qwen2.5_7b,baseline,0,Age,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,13,8,14,1.0,0.0,0.37142857142857144,0.37142857142857144,0.22857142857142856,0.4,0.6,0.6,35,22,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,12,10,0.5454545454545454,0.45454545454545453,9,0,9,0.0,1.0,0.09090909090909083
qwen2.5_7b,baseline,1,Age,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,13,8,14,1.0,0.0,0.37142857142857144,0.37142857142857144,0.22857142857142856,0.4,0.6,0.6,35,22,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,12,10,0.5454545454545454,0.45454545454545453,9,0,9,0.0,1.0,0.09090909090909083
qwen2.5_7b,baseline,2,Age,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,13,8,14,1.0,0.0,0.37142857142857144,0.37142857142857144,0.22857142857142856,0.4,0.6,0.6,35,22,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,12,10,0.5454545454545454,0.45454545454545453,9,0,9,0.0,1.0,0.09090909090909083
qwen2.5_7b,baseline,0,Disability_status,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,8,19,8,1.0,0.0,0.22857142857142856,0.22857142857142856,0.5428571428571428,0.22857142857142856,0.7142857142857143,0.7142857142857143,35,27,19,16,0.7894736842105263,0.625,-0.16447368421052633,16,11,0.5925925925925926,0.4074074074074074,11,1,10,0.09090909090909091,0.9090909090909091,0.18518518518518512
qwen2.5_7b,baseline,1,Disability_status,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,8,19,8,1.0,0.0,0.22857142857142856,0.22857142857142856,0.5428571428571428,0.22857142857142856,0.7142857142857143,0.7142857142857143,35,27,19,16,0.7894736842105263,0.625,-0.16447368421052633,16,11,0.5925925925925926,0.4074074074074074,11,1,10,0.09090909090909091,0.9090909090909091,0.18518518518518512
qwen2.5_7b,baseline,2,Disability_status,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,8,19,8,1.0,0.0,0.22857142857142856,0.22857142857142856,0.5428571428571428,0.22857142857142856,0.7142857142857143,0.7142857142857143,35,27,19,16,0.7894736842105263,0.625,-0.16447368421052633,16,11,0.5925925925925926,0.4074074074074074,11,1,10,0.09090909090909091,0.9090909090909091,0.18518518518518512
qwen2.5_7b,baseline,0,Gender_identity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,12,10,13,1.0,0.0,0.34285714285714286,0.34285714285714286,0.2857142857142857,0.37142857142857144,0.6285714285714286,0.6285714285714286,35,23,15,20,0.5333333333333333,0.7,0.16666666666666663,9,14,0.391304347826087,0.6086956521739131,15,1,14,0.06666666666666667,0.9333333333333333,-0.21739130434782605
qwen2.5_7b,baseline,1,Gender_identity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,12,10,13,1.0,0.0,0.34285714285714286,0.34285714285714286,0.2857142857142857,0.37142857142857144,0.6285714285714286,0.6285714285714286,35,23,15,20,0.5333333333333333,0.7,0.16666666666666663,9,14,0.391304347826087,0.6086956521739131,15,1,14,0.06666666666666667,0.9333333333333333,-0.21739130434782605
qwen2.5_7b,baseline,2,Gender_identity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,12,10,13,1.0,0.0,0.34285714285714286,0.34285714285714286,0.2857142857142857,0.37142857142857144,0.6285714285714286,0.6285714285714286,35,23,15,20,0.5333333333333333,0.7,0.16666666666666663,9,14,0.391304347826087,0.6086956521739131,15,1,14,0.06666666666666667,0.9333333333333333,-0.21739130434782605
qwen2.5_7b,baseline,0,Nationality,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,11,16,8,1.0,0.0,0.3142857142857143,0.3142857142857143,0.45714285714285713,0.22857142857142856,0.6285714285714286,0.6285714285714286,35,24,16,19,0.6875,0.5789473684210527,-0.10855263157894735,13,11,0.5416666666666666,0.4583333333333333,13,2,11,0.15384615384615385,0.8461538461538461,0.08333333333333326
qwen2.5_7b,baseline,1,Nationality,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,11,16,8,1.0,0.0,0.3142857142857143,0.3142857142857143,0.45714285714285713,0.22857142857142856,0.6285714285714286,0.6285714285714286,35,24,16,19,0.6875,0.5789473684210527,-0.10855263157894735,13,11,0.5416666666666666,0.4583333333333333,13,2,11,0.15384615384615385,0.8461538461538461,0.08333333333333326
qwen2.5_7b,baseline,2,Nationality,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,11,16,8,1.0,0.0,0.3142857142857143,0.3142857142857143,0.45714285714285713,0.22857142857142856,0.6285714285714286,0.6285714285714286,35,24,16,19,0.6875,0.5789473684210527,-0.10855263157894735,13,11,0.5416666666666666,0.4583333333333333,13,2,11,0.15384615384615385,0.8461538461538461,0.08333333333333326
qwen2.5_7b,baseline,0,Physical_appearance,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,18,9,8,1.0,0.0,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.22857142857142856,0.4857142857142857,0.4857142857142857,35,17,15,20,0.5333333333333333,0.45,-0.08333333333333331,8,9,0.47058823529411764,0.5294117647058824,9,0,9,0.0,1.0,-0.05882352941176472
qwen2.5_7b,baseline,1,Physical_appearance,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,18,9,8,1.0,0.0,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.22857142857142856,0.4857142857142857,0.4857142857142857,35,17,15,20,0.5333333333333333,0.45,-0.08333333333333331,8,9,0.47058823529411764,0.5294117647058824,9,0,9,0.0,1.0,-0.05882352941176472
qwen2.5_7b,baseline,2,Physical_appearance,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,18,9,8,1.0,0.0,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.22857142857142856,0.4857142857142857,0.4857142857142857,35,17,15,20,0.5333333333333333,0.45,-0.08333333333333331,8,9,0.47058823529411764,0.5294117647058824,9,0,9,0.0,1.0,-0.05882352941176472
qwen2.5_7b,baseline,0,Race_ethnicity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,10,11,14,1.0,0.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,0.4,0.7142857142857143,0.7142857142857143,35,25,15,20,0.6,0.8,0.20000000000000007,9,16,0.36,0.64,16,0,16,0.0,1.0,-0.28
qwen2.5_7b,baseline,1,Race_ethnicity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,10,11,14,1.0,0.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,0.4,0.7142857142857143,0.7142857142857143,35,25,15,20,0.6,0.8,0.20000000000000007,9,16,0.36,0.64,16,0,16,0.0,1.0,-0.28
qwen2.5_7b,baseline,2,Race_ethnicity,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,10,11,14,1.0,0.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,0.4,0.7142857142857143,0.7142857142857143,35,25,15,20,0.6,0.8,0.20000000000000007,9,16,0.36,0.64,16,0,16,0.0,1.0,-0.28
qwen2.5_7b,baseline,0,Race_x_SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,10,14,10,1.0,0.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,24,16,18,0.625,0.7777777777777778,0.1527777777777778,10,14,0.4166666666666667,0.5833333333333334,14,0,14,0.0,1.0,-0.16666666666666663
qwen2.5_7b,baseline,1,Race_x_SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,10,14,10,1.0,0.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,24,16,18,0.625,0.7777777777777778,0.1527777777777778,10,14,0.4166666666666667,0.5833333333333334,14,0,14,0.0,1.0,-0.16666666666666663
qwen2.5_7b,baseline,2,Race_x_SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,10,14,10,1.0,0.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,24,16,18,0.625,0.7777777777777778,0.1527777777777778,10,14,0.4166666666666667,0.5833333333333334,14,0,14,0.0,1.0,-0.16666666666666663
qwen2.5_7b,baseline,0,Race_x_gender,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,3,15,16,1.0,0.0,0.08823529411764706,0.08823529411764706,0.4411764705882353,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,31,19,15,0.8947368421052632,0.9333333333333333,0.038596491228070184,17,14,0.5483870967741935,0.45161290322580644,14,0,14,0.0,1.0,0.09677419354838701
qwen2.5_7b,baseline,1,Race_x_gender,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,3,15,16,1.0,0.0,0.08823529411764706,0.08823529411764706,0.4411764705882353,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,31,19,15,0.8947368421052632,0.9333333333333333,0.038596491228070184,17,14,0.5483870967741935,0.45161290322580644,14,0,14,0.0,1.0,0.09677419354838701
qwen2.5_7b,baseline,2,Race_x_gender,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,3,15,16,1.0,0.0,0.08823529411764706,0.08823529411764706,0.4411764705882353,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,31,19,15,0.8947368421052632,0.9333333333333333,0.038596491228070184,17,14,0.5483870967741935,0.45161290322580644,14,0,14,0.0,1.0,0.09677419354838701
qwen2.5_7b,baseline,0,Religion,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,9,15,10,1.0,0.0,0.2647058823529412,0.2647058823529412,0.4411764705882353,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,25,19,15,0.6842105263157895,0.7333333333333333,0.04912280701754379,14,11,0.56,0.44,12,1,11,0.08333333333333333,0.9166666666666666,0.1200000000000001
qwen2.5_7b,baseline,1,Religion,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,9,15,10,1.0,0.0,0.2647058823529412,0.2647058823529412,0.4411764705882353,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,25,19,15,0.6842105263157895,0.7333333333333333,0.04912280701754379,14,11,0.56,0.44,12,1,11,0.08333333333333333,0.9166666666666666,0.1200000000000001
qwen2.5_7b,baseline,2,Religion,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,9,15,10,1.0,0.0,0.2647058823529412,0.2647058823529412,0.4411764705882353,0.29411764705882354,0.7058823529411765,0.7058823529411765,34,25,19,15,0.6842105263157895,0.7333333333333333,0.04912280701754379,14,11,0.56,0.44,12,1,11,0.08333333333333333,0.9166666666666666,0.1200000000000001
qwen2.5_7b,baseline,0,SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,10,11,13,1.0,0.0,0.29411764705882354,0.29411764705882354,0.3235294117647059,0.38235294117647056,0.6764705882352942,0.6764705882352942,34,24,23,11,0.6956521739130435,0.6363636363636364,-0.059288537549407105,16,8,0.6666666666666666,0.3333333333333333,7,0,7,0.0,1.0,0.33333333333333326
qwen2.5_7b,baseline,1,SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,10,11,13,1.0,0.0,0.29411764705882354,0.29411764705882354,0.3235294117647059,0.38235294117647056,0.6764705882352942,0.6764705882352942,34,24,23,11,0.6956521739130435,0.6363636363636364,-0.059288537549407105,16,8,0.6666666666666666,0.3333333333333333,7,0,7,0.0,1.0,0.33333333333333326
qwen2.5_7b,baseline,2,SES,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,10,11,13,1.0,0.0,0.29411764705882354,0.29411764705882354,0.3235294117647059,0.38235294117647056,0.6764705882352942,0.6764705882352942,34,24,23,11,0.6956521739130435,0.6363636363636364,-0.059288537549407105,16,8,0.6666666666666666,0.3333333333333333,7,0,7,0.0,1.0,0.33333333333333326
qwen2.5_7b,baseline,0,Sexual_orientation,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,12,10,12,1.0,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,22,10,24,0.5,0.7083333333333334,0.20833333333333337,5,17,0.22727272727272727,0.7727272727272727,17,0,17,0.0,1.0,-0.5454545454545454
qwen2.5_7b,baseline,1,Sexual_orientation,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,12,10,12,1.0,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,22,10,24,0.5,0.7083333333333334,0.20833333333333337,5,17,0.22727272727272727,0.7727272727272727,17,0,17,0.0,1.0,-0.5454545454545454
qwen2.5_7b,baseline,2,Sexual_orientation,experiments\evaluations\qwen2.5_7b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,12,10,12,1.0,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,22,10,24,0.5,0.7083333333333334,0.20833333333333337,5,17,0.22727272727272727,0.7727272727272727,17,0,17,0.0,1.0,-0.5454545454545454
qwen2.5_7b,chain_of_thought,0,Age,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,28,7,3,11,14,0.8,0.2,0.08571428571428572,0.10714285714285714,0.3142857142857143,0.4,0.6285714285714286,0.7857142857142857,35,25,21,14,0.7142857142857143,0.5,-0.2142857142857143,16,9,0.64,0.36,8,1,7,0.125,0.875,0.28
qwen2.5_7b,chain_of_thought,1,Age,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,28,7,3,11,14,0.8,0.2,0.08571428571428572,0.10714285714285714,0.3142857142857143,0.4,0.6285714285714286,0.7857142857142857,35,25,21,14,0.7142857142857143,0.5,-0.2142857142857143,16,9,0.64,0.36,8,1,7,0.125,0.875,0.28
qwen2.5_7b,chain_of_thought,2,Age,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,28,7,3,11,14,0.8,0.2,0.08571428571428572,0.10714285714285714,0.3142857142857143,0.4,0.6285714285714286,0.7857142857142857,35,25,21,14,0.7142857142857143,0.5,-0.2142857142857143,16,9,0.64,0.36,8,1,7,0.125,0.875,0.28
qwen2.5_7b,chain_of_thought,0,Disability_status,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,31,4,0,20,11,0.8857142857142857,0.11428571428571428,0.0,0.0,0.5714285714285714,0.3142857142857143,0.8,0.9032258064516129,35,31,19,16,0.8421052631578947,0.75,-0.09210526315789469,19,12,0.6129032258064516,0.3870967741935484,15,3,12,0.2,0.8,0.22580645161290325
qwen2.5_7b,chain_of_thought,1,Disability_status,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,31,4,0,20,11,0.8857142857142857,0.11428571428571428,0.0,0.0,0.5714285714285714,0.3142857142857143,0.8,0.9032258064516129,35,31,19,16,0.8421052631578947,0.75,-0.09210526315789469,19,12,0.6129032258064516,0.3870967741935484,15,3,12,0.2,0.8,0.22580645161290325
qwen2.5_7b,chain_of_thought,2,Disability_status,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,31,4,0,20,11,0.8857142857142857,0.11428571428571428,0.0,0.0,0.5714285714285714,0.3142857142857143,0.8,0.9032258064516129,35,31,19,16,0.8421052631578947,0.75,-0.09210526315789469,19,12,0.6129032258064516,0.3870967741935484,15,3,12,0.2,0.8,0.22580645161290325
qwen2.5_7b,chain_of_thought,0,Gender_identity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,31,4,3,12,16,0.8857142857142857,0.11428571428571428,0.08571428571428572,0.0967741935483871,0.34285714285714286,0.45714285714285713,0.8,0.9032258064516129,35,28,15,20,0.6666666666666666,0.9,0.2333333333333334,10,18,0.35714285714285715,0.6428571428571429,18,0,18,0.0,1.0,-0.2857142857142857
qwen2.5_7b,chain_of_thought,1,Gender_identity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,31,4,3,12,16,0.8857142857142857,0.11428571428571428,0.08571428571428572,0.0967741935483871,0.34285714285714286,0.45714285714285713,0.8,0.9032258064516129,35,28,15,20,0.6666666666666666,0.9,0.2333333333333334,10,18,0.35714285714285715,0.6428571428571429,18,0,18,0.0,1.0,-0.2857142857142857
qwen2.5_7b,chain_of_thought,2,Gender_identity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,31,4,3,12,16,0.8857142857142857,0.11428571428571428,0.08571428571428572,0.0967741935483871,0.34285714285714286,0.45714285714285713,0.8,0.9032258064516129,35,28,15,20,0.6666666666666666,0.9,0.2333333333333334,10,18,0.35714285714285715,0.6428571428571429,18,0,18,0.0,1.0,-0.2857142857142857
qwen2.5_7b,chain_of_thought,0,Nationality,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,32,3,2,18,12,0.9142857142857143,0.08571428571428572,0.05714285714285714,0.0625,0.5142857142857142,0.34285714285714286,0.8,0.875,35,30,16,19,0.875,0.7368421052631579,-0.13815789473684215,15,15,0.5,0.5,15,1,14,0.06666666666666667,0.9333333333333333,0.0
qwen2.5_7b,chain_of_thought,1,Nationality,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,32,3,2,18,12,0.9142857142857143,0.08571428571428572,0.05714285714285714,0.0625,0.5142857142857142,0.34285714285714286,0.8,0.875,35,30,16,19,0.875,0.7368421052631579,-0.13815789473684215,15,15,0.5,0.5,15,1,14,0.06666666666666667,0.9333333333333333,0.0
qwen2.5_7b,chain_of_thought,2,Nationality,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,32,3,2,18,12,0.9142857142857143,0.08571428571428572,0.05714285714285714,0.0625,0.5142857142857142,0.34285714285714286,0.8,0.875,35,30,16,19,0.875,0.7368421052631579,-0.13815789473684215,15,15,0.5,0.5,15,1,14,0.06666666666666667,0.9333333333333333,0.0
qwen2.5_7b,chain_of_thought,0,Physical_appearance,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,32,3,7,12,13,0.9142857142857143,0.08571428571428572,0.2,0.21875,0.34285714285714286,0.37142857142857144,0.6285714285714286,0.6875,35,25,15,20,0.8,0.5,-0.30000000000000004,15,10,0.6,0.4,13,3,10,0.23076923076923078,0.7692307692307693,0.19999999999999996
qwen2.5_7b,chain_of_thought,1,Physical_appearance,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,32,3,7,12,13,0.9142857142857143,0.08571428571428572,0.2,0.21875,0.34285714285714286,0.37142857142857144,0.6285714285714286,0.6875,35,25,15,20,0.8,0.5,-0.30000000000000004,15,10,0.6,0.4,13,3,10,0.23076923076923078,0.7692307692307693,0.19999999999999996
qwen2.5_7b,chain_of_thought,2,Physical_appearance,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,32,3,7,12,13,0.9142857142857143,0.08571428571428572,0.2,0.21875,0.34285714285714286,0.37142857142857144,0.6285714285714286,0.6875,35,25,15,20,0.8,0.5,-0.30000000000000004,15,10,0.6,0.4,13,3,10,0.23076923076923078,0.7692307692307693,0.19999999999999996
qwen2.5_7b,chain_of_thought,0,Race_ethnicity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,32,3,4,14,14,0.9142857142857143,0.08571428571428572,0.11428571428571428,0.125,0.4,0.4,0.8,0.875,35,28,15,20,0.8,0.8,0.0,12,16,0.42857142857142855,0.5714285714285714,16,0,16,0.0,1.0,-0.1428571428571429
qwen2.5_7b,chain_of_thought,1,Race_ethnicity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,32,3,4,14,14,0.9142857142857143,0.08571428571428572,0.11428571428571428,0.125,0.4,0.4,0.8,0.875,35,28,15,20,0.8,0.8,0.0,12,16,0.42857142857142855,0.5714285714285714,16,0,16,0.0,1.0,-0.1428571428571429
qwen2.5_7b,chain_of_thought,2,Race_ethnicity,experiments\evaluations\qwen2.5_7b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,32,3,4,14,14,0.9142857142857143,0.08571428571428572,0.11428571428571428,0.125,0.4,0.4,0.8,0.875,35,28,15,20,0.8,0.8,0.0,12,16,0.42857142857142855,0.5714285714285714,16,0,16,0.0,1.0,-0.1428571428571429
