example_id,category,modified_token_count,modified_sentence_count,modified_average_sentence_length,modified_flesch_reading_ease,modified_gunning_fog_index,modified_yules_k,modified_noun_count,modified_verb_count,modified_adjective_count
245,Sexual_orientation,97,8,12.125,66.22,9.071429,158.512422,23,12,11
1483,Nationality,150,9,16.666667,67.61197,8.89697,131.154955,33,19,16
4563,Race_x_gender,88,4,22.0,58.282174,9.160248,103.154136,33,10,7
1643,Nationality,156,8,19.5,66.330152,11.018182,116.323731,42,21,10
6669,Race_x_gender,78,5,15.6,62.72375,8.657143,165.680473,30,8,5
323,Sexual_orientation,93,7,13.285714,65.97,9.114286,124.444444,23,11,12
1237,Disability_status,112,7,16.0,73.283402,8.017084,191.586839,30,20,9
695,Religion,135,8,16.875,64.00601,9.952564,137.891411,36,21,10
17,SES,88,5,17.6,74.195,6.892063,116.34453,25,11,9
209,Sexual_orientation,98,7,14.0,67.667778,9.073016,154.669839,25,12,14
1127,Age,82,6,13.666667,60.116429,9.142857,146.796271,23,13,6
327,Disability_status,105,7,15.0,73.465,7.809524,130.419032,26,15,10
1099,Physical_appearance,134,7,19.142857,66.898317,11.661966,159.436943,31,24,10
1983,Race_x_SES,117,6,19.5,54.605,10.05228,157.34072,44,15,4
959,Physical_appearance,123,5,24.6,72.721869,9.478772,169.753086,31,19,13
5423,SES,116,8,14.5,79.90398,8.539474,140.291211,33,21,3
2569,SES,101,6,16.833333,71.783571,7.180952,163.321799,31,14,6
1443,Disability_status,106,7,15.142857,62.916739,9.170186,171.118048,36,12,12
2519,Race_ethnicity,91,7,13.0,68.804962,5.98417,90.027701,37,9,5
